VB:"hoover" VBZ:"hoovers" VBG:"hoovering" VBD:"hoovered" VBN:"hoovered"
JJ:"juvenile" JJR:"-" JJS:"-"
JJ:"kaleidoscopic" JJR:"-" JJS:"-"
JJ:"kaput" JJR:"-" JJS:"-"
JJ:"keen" JJR:"keener" JJS:"keenest"
JJ:"keyless" JJR:"-" JJS:"-"
JJ:"khaki" JJR:"-" JJS:"-"
JJ:"killing" JJR:"-" JJS:"-"
JJ:"kind" JJR:"kinder" JJS:"kindest"
JJ:"kind-hearted" JJR:"-" JJS:"-"
JJ:"kindly" JJR:"kindlier" JJS:"kindliest"
JJ:"kindred" JJR:"-" JJS:"-"
JJ:"kinetic" JJR:"-" JJS:"-"
JJ:"king-size" JJR:"-" JJS:"-"
JJ:"king-sized" JJR:"-" JJS:"-"
JJ:"kinglike" JJR:"-" JJS:"-"
JJ:"kingly" JJR:"-" JJS:"-"
JJ:"kinky" JJR:"kinkier" JJS:"kinkiest"
JJ:"kitsch" JJR:"-" JJS:"-"
JJ:"kittenish" JJR:"-" JJS:"-"
JJ:"knavish" JJR:"-" JJS:"-"
JJ:"knee-deep" JJR:"-" JJS:"-"
JJ:"knee-high" JJR:"-" JJS:"-"
JJ:"knightly" JJR:"-" JJS:"-"
JJ:"knobbly" JJR:"knobblier" JJS:"knobbliest"
JJ:"knock-kneed" JJR:"-" JJS:"-"
JJ:"knockabout" JJR:"-" JJS:"-"
JJ:"knockdown" JJR:"-" JJS:"-"
JJ:"knockout" JJR:"-" JJS:"-"
JJ:"knotty" JJR:"knottier" JJS:"knottiest"
JJ:"knowing" JJR:"-" JJS:"-"
JJ:"knowledgeable" JJR:"-" JJS:"-"
JJ:"kosher" JJR:"-" JJS:"-"
JJ:"la-di-da" JJR:"-" JJS:"-"
JJ:"labial" JJR:"-" JJS:"-"
JJ:"laborious" JJR:"-" JJS:"-"
JJ:"labour-saving" JJR:"-" JJS:"-"
JJ:"laboured" JJR:"-" JJS:"-"
JJ:"labyrinthine" JJR:"-" JJS:"-"
JJ:"lachrymal" JJR:"-" JJS:"-"
JJ:"lachrymose" JJR:"-" JJS:"-"
JJ:"lack-lustre" JJR:"-" JJS:"-"
JJ:"lackadaisical" JJR:"-" JJS:"-"
JJ:"laconic" JJR:"-" JJS:"-"
JJ:"lactic" JJR:"-" JJS:"-"
JJ:"lacy" JJR:"lacier" JJS:"laciest"
JJ:"ladder-proof" JJR:"-" JJS:"-"
JJ:"laden" JJR:"-" JJS:"-"
JJ:"ladylike" JJR:"-" JJS:"-"
JJ:"laic" JJR:"-" JJS:"-"
JJ:"lambent" JJR:"-" JJS:"-"
JJ:"lame" JJR:"lamer" JJS:"lamest"
JJ:"lamentable" JJR:"-" JJS:"-"
JJ:"lamplit" JJR:"-" JJS:"-"
JJ:"landed" JJR:"-" JJS:"-"
JJ:"landless" JJR:"-" JJS:"-"
JJ:"landlocked" JJR:"-" JJS:"-"
JJ:"languid" JJR:"-" JJS:"-"
JJ:"languorous" JJR:"-" JJS:"-"
JJ:"lank" JJR:"-" JJS:"-"
JJ:"lanky" JJR:"lankier" JJS:"lankiest"
JJ:"lantern-jawed" JJR:"-" JJS:"-"
JJ:"lapidary" JJR:"-" JJS:"-"
JJ:"larboard" JJR:"-" JJS:"-"
JJ:"large" JJR:"larger" JJS:"largest"
JJ:"large-scale" JJR:"-" JJS:"-"
JJ:"largish" JJR:"-" JJS:"-"
JJ:"larval" JJR:"-" JJS:"-"
JJ:"lascivious" JJR:"-" JJS:"-"
JJ:"last" JJR:"-" JJS:"-"
JJ:"lasting" JJR:"-" JJS:"-"
JJ:"late" JJR:"later" JJS:"latest"
JJ:"lateen" JJR:"-" JJS:"-"
JJ:"latent" JJR:"-" JJS:"-"
JJ:"lateral" JJR:"-" JJS:"-"
JJ:"latish" JJR:"-" JJS:"-"
JJ:"latitudinal" JJR:"-" JJS:"-"
JJ:"latitudinarian" JJR:"-" JJS:"-"
JJ:"latter" JJR:"-" JJS:"-"
JJ:"latter-day" JJR:"-" JJS:"-"
JJ:"latticed" JJR:"-" JJS:"-"
JJ:"laudable" JJR:"-" JJS:"-"
JJ:"laudatory" JJR:"-" JJS:"-"
JJ:"laughable" JJR:"-" JJS:"-"
JJ:"laughing" JJR:"-" JJS:"-"
JJ:"laureate" JJR:"-" JJS:"-"
JJ:"laurelled" JJR:"-" JJS:"-"
JJ:"lavish" JJR:"-" JJS:"-"
JJ:"law-abiding" JJR:"-" JJS:"-"
JJ:"lawful" JJR:"-" JJS:"-"
JJ:"lawless" JJR:"-" JJS:"-"
JJ:"lax" JJR:"-" JJS:"-"
JJ:"laxative" JJR:"-" JJS:"-"
JJ:"lay" JJR:"-" JJS:"-"
JJ:"lazy" JJR:"lazier" JJS:"laziest"
JJ:"leaded" JJR:"-" JJS:"-"
JJ:"leaden" JJR:"-" JJS:"-"
JJ:"leaderless" JJR:"-" JJS:"-"
JJ:"leading" JJR:"-" JJS:"-"
JJ:"leafless" JJR:"-" JJS:"-"
JJ:"leafy" JJR:"leafier" JJS:"leafiest"
JJ:"leaky" JJR:"leakier" JJS:"leakiest"
JJ:"leal" JJR:"-" JJS:"-"
JJ:"lean" JJR:"leaner" JJS:"leanest"
JJ:"learned" JJR:"-" JJS:"-"
JJ:"leasehold" JJR:"-" JJS:"-"
JJ:"least" JJR:"-" JJS:"-"
JJ:"leathery" JJR:"-" JJS:"-"
JJ:"lecherous" JJR:"-" JJS:"-"
JJ:"leeward" JJR:"-" JJS:"-"
JJ:"left" JJR:"-" JJS:"-"
JJ:"left-hand" JJR:"-" JJS:"-"
JJ:"left-handed" JJR:"-" JJS:"-"
JJ:"legal" JJR:"-" JJS:"-"
JJ:"legalistic" JJR:"-" JJS:"-"
JJ:"legato" JJR:"-" JJS:"-"
JJ:"legendary" JJR:"-" JJS:"-"
JJ:"legged" JJR:"-" JJS:"-"
JJ:"leggy" JJR:"-" JJS:"-"
JJ:"legible" JJR:"-" JJS:"-"
JJ:"legislative" JJR:"-" JJS:"-"
JJ:"legitimate" JJR:"-" JJS:"-"
JJ:"legless" JJR:"-" JJS:"-"
JJ:"leguminous" JJR:"-" JJS:"-"
JJ:"leisured" JJR:"-" JJS:"-"
JJ:"leisurely" JJR:"-" JJS:"-"
JJ:"lengthways" JJR:"-" JJS:"-"
JJ:"lengthy" JJR:"lengthier" JJS:"lengthiest"
JJ:"lenient" JJR:"-" JJS:"-"
JJ:"lento" JJR:"-" JJS:"-"
JJ:"leonine" JJR:"-" JJS:"-"
JJ:"leprous" JJR:"-" JJS:"-"
JJ:"less" JJR:"-" JJS:"-"
JJ:"lesser" JJR:"-" JJS:"-"
JJ:"lethal" JJR:"-" JJS:"-"
JJ:"lethargic" JJR:"-" JJS:"-"
JJ:"lettered" JJR:"-" JJS:"-"
JJ:"level" JJR:"-" JJS:"-"
JJ:"level-headed" JJR:"-" JJS:"-"
JJ:"lewd" JJR:"lewder" JJS:"lewdest"
JJ:"lexical" JJR:"-" JJS:"-"
JJ:"liable" JJR:"-" JJS:"-"
JJ:"libellous" JJR:"-" JJS:"-"
JJ:"liberal" JJR:"-" JJS:"-"
JJ:"libidinous" JJR:"-" JJS:"-"
JJ:"licentious" JJR:"-" JJS:"-"
JJ:"licit" JJR:"-" JJS:"-"
JJ:"lidless" JJR:"-" JJS:"-"
JJ:"liege" JJR:"-" JJS:"-"
JJ:"life-giving" JJR:"-" JJS:"-"
JJ:"life-size" JJR:"-" JJS:"-"
JJ:"life-sized" JJR:"-" JJS:"-"
JJ:"lifeless" JJR:"-" JJS:"-"
JJ:"lifelike" JJR:"-" JJS:"-"
JJ:"lifelong" JJR:"-" JJS:"-"
JJ:"light" JJR:"lighter" JJS:"lightest"
JJ:"light-armed" JJR:"-" JJS:"-"
JJ:"light-coloured" JJR:"-" JJS:"-"
JJ:"light-fingered" JJR:"-" JJS:"-"
JJ:"light-handed" JJR:"-" JJS:"-"
JJ:"light-headed" JJR:"-" JJS:"-"
JJ:"light-hearted" JJR:"-" JJS:"-"
JJ:"light-minded" JJR:"-" JJS:"-"
JJ:"lighting-up" JJR:"-" JJS:"-"
JJ:"lightsome" JJR:"-" JJS:"-"
JJ:"lightweight" JJR:"-" JJS:"-"
JJ:"ligneous" JJR:"-" JJS:"-"
JJ:"likable" JJR:"-" JJS:"-"
JJ:"like" JJR:"-" JJS:"-"
JJ:"like-minded" JJR:"-" JJS:"-"
JJ:"likeable" JJR:"-" JJS:"-"
JJ:"likely" JJR:"likelier" JJS:"likeliest"
JJ:"lily-livered" JJR:"-" JJS:"-"
JJ:"lily-white" JJR:"-" JJS:"-"
JJ:"limbed" JJR:"-" JJS:"-"
JJ:"limber" JJR:"-" JJS:"-"
JJ:"limbless" JJR:"-" JJS:"-"
JJ:"limitless" JJR:"-" JJS:"-"
JJ:"limp" JJR:"-" JJS:"-"
JJ:"limpid" JJR:"-" JJS:"-"
JJ:"lineal" JJR:"-" JJS:"-"
JJ:"linear" JJR:"-" JJS:"-"
JJ:"lingering" JJR:"-" JJS:"-"
JJ:"lingual" JJR:"-" JJS:"-"
JJ:"linguistic" JJR:"-" JJS:"-"
JJ:"lion-hearted" JJR:"-" JJS:"-"
JJ:"lipped" JJR:"-" JJS:"-"
JJ:"liquescent" JJR:"-" JJS:"-"
JJ:"liquid" JJR:"-" JJS:"-"
JJ:"lissom" JJR:"-" JJS:"-"
JJ:"lissome" JJR:"-" JJS:"-"
JJ:"listless" JJR:"-" JJS:"-"
JJ:"literal" JJR:"-" JJS:"-"
JJ:"literary" JJR:"-" JJS:"-"
JJ:"literate" JJR:"-" JJS:"-"
JJ:"lithe" JJR:"-" JJS:"-"
JJ:"lithographic" JJR:"-" JJS:"-"
JJ:"litigious" JJR:"-" JJS:"-"
JJ:"little" JJR:"littler" JJS:"littlest"
JJ:"littoral" JJR:"-" JJS:"-"
JJ:"liturgical" JJR:"-" JJS:"-"
JJ:"livable" JJR:"-" JJS:"-"
JJ:"live" JJR:"-" JJS:"-"
JJ:"liveable" JJR:"-" JJS:"-"
JJ:"livelong" JJR:"-" JJS:"-"
JJ:"lively" JJR:"livelier" JJS:"liveliest"
JJ:"liveried" JJR:"-" JJS:"-"
JJ:"liverish" JJR:"-" JJS:"-"
JJ:"livery" JJR:"-" JJS:"-"
JJ:"livid" JJR:"-" JJS:"-"
JJ:"living" JJR:"-" JJS:"-"
JJ:"loaded" JJR:"-" JJS:"-"
JJ:"loamy" JJR:"loamier" JJS:"loamiest"
JJ:"loath" JJR:"-" JJS:"-"
JJ:"loathly" JJR:"loathlier" JJS:"loathliest"
JJ:"loathsome" JJR:"-" JJS:"-"
JJ:"lobed" JJR:"-" JJS:"-"
JJ:"local" JJR:"-" JJS:"-"
JJ:"lockup" JJR:"-" JJS:"-"
JJ:"loco" JJR:"-" JJS:"-"
JJ:"locomotive" JJR:"-" JJS:"-"
JJ:"lofty" JJR:"loftier" JJS:"loftiest"
JJ:"logarithmic" JJR:"-" JJS:"-"
JJ:"logical" JJR:"-" JJS:"-"
JJ:"lone" JJR:"-" JJS:"-"
JJ:"lonely" JJR:"lonelier" JJS:"loneliest"
JJ:"lonesome" JJR:"-" JJS:"-"
JJ:"long" JJR:"longer" JJS:"longest"
JJ:"long-distance" JJR:"-" JJS:"-"
JJ:"long-drawn-out" JJR:"-" JJS:"-"
JJ:"long-haired" JJR:"-" JJS:"-"
JJ:"long-headed" JJR:"-" JJS:"-"
JJ:"long-lived" JJR:"-" JJS:"-"
JJ:"long-play" JJR:"-" JJS:"-"
JJ:"long-playing" JJR:"-" JJS:"-"
JJ:"long-range" JJR:"-" JJS:"-"
JJ:"long-sighted" JJR:"-" JJS:"-"
JJ:"long-standing" JJR:"-" JJS:"-"
JJ:"long-suffering" JJR:"-" JJS:"-"
JJ:"long-term" JJR:"-" JJS:"-"
JJ:"long-time" JJR:"-" JJS:"-"
JJ:"long-winded" JJR:"-" JJS:"-"
JJ:"longing" JJR:"-" JJS:"-"
JJ:"longish" JJR:"-" JJS:"-"
JJ:"longitudinal" JJR:"-" JJS:"-"
JJ:"loony" JJR:"loonier" JJS:"looniest"
JJ:"loopy" JJR:"-" JJS:"-"
JJ:"loose" JJR:"looser" JJS:"loosest"
JJ:"loose-leaf" JJR:"-" JJS:"-"
JJ:"lop-eared" JJR:"-" JJS:"-"
JJ:"lopsided" JJR:"-" JJS:"-"
JJ:"loquacious" JJR:"-" JJS:"-"
JJ:"lordless" JJR:"-" JJS:"-"
JJ:"lordly" JJR:"lordlier" JJS:"lordliest"
JJ:"lorn" JJR:"-" JJS:"-"
JJ:"loth" JJR:"-" JJS:"-"
JJ:"loud" JJR:"louder" JJS:"loudest"
JJ:"lousy" JJR:"lousier" JJS:"lousiest"
JJ:"loutish" JJR:"-" JJS:"-"
JJ:"louvered" JJR:"-" JJS:"-"
JJ:"lovable" JJR:"-" JJS:"-"
JJ:"loveless" JJR:"-" JJS:"-"
JJ:"lovelorn" JJR:"-" JJS:"-"
JJ:"lovely" JJR:"lovelier" JJS:"loveliest"
JJ:"loverlike" JJR:"-" JJS:"-"
JJ:"lovesick" JJR:"-" JJS:"-"
JJ:"loving" JJR:"-" JJS:"-"
JJ:"low" JJR:"lower" JJS:"lowest"
JJ:"low-down" JJR:"-" JJS:"-"
JJ:"low-keyed" JJR:"-" JJS:"-"
JJ:"low-pitched" JJR:"-" JJS:"-"
JJ:"low-spirited" JJR:"-" JJS:"-"
JJ:"lowborn" JJR:"-" JJS:"-"
JJ:"lowbred" JJR:"-" JJS:"-"
JJ:"lowbrow" JJR:"-" JJS:"-"
JJ:"lowermost" JJR:"-" JJS:"-"
JJ:"lowly" JJR:"lowlier" JJS:"lowliest"
JJ:"loyal" JJR:"loyaller" JJS:"loyallest"
JJ:"lubberly" JJR:"-" JJS:"-"
JJ:"lucent" JJR:"-" JJS:"-"
JJ:"lucid" JJR:"-" JJS:"-"
JJ:"luckless" JJR:"-" JJS:"-"
JJ:"lucky" JJR:"luckier" JJS:"luckiest"
JJ:"lucrative" JJR:"-" JJS:"-"
JJ:"ludicrous" JJR:"-" JJS:"-"
JJ:"lugubrious" JJR:"-" JJS:"-"
JJ:"lukewarm" JJR:"-" JJS:"-"
JJ:"lumbar" JJR:"-" JJS:"-"
JJ:"luminous" JJR:"-" JJS:"-"
JJ:"lumpish" JJR:"-" JJS:"-"
JJ:"lumpy" JJR:"lumpier" JJS:"lumpiest"
JJ:"lunar" JJR:"-" JJS:"-"
JJ:"lurid" JJR:"-" JJS:"-"
JJ:"luscious" JJR:"-" JJS:"-"
JJ:"lush" JJR:"lusher" JJS:"lushest"
JJ:"lustful" JJR:"-" JJS:"-"
JJ:"lustrous" JJR:"-" JJS:"-"
JJ:"lusty" JJR:"lustier" JJS:"lustiest"
JJ:"luxe" JJR:"-" JJS:"-"
JJ:"luxuriant" JJR:"-" JJS:"-"
JJ:"luxurious" JJR:"-" JJS:"-"
JJ:"lying-in" JJR:"-" JJS:"-"
JJ:"lymphatic" JJR:"-" JJS:"-"
JJ:"lynx-eyed" JJR:"-" JJS:"-"
JJ:"lyric" JJR:"-" JJS:"-"
JJ:"lyrical" JJR:"-" JJS:"-"
JJ:"macabre" JJR:"-" JJS:"-"
JJ:"machiavellian" JJR:"-" JJS:"-"
JJ:"machine-made" JJR:"-" JJS:"-"
JJ:"macrobiotic" JJR:"-" JJS:"-"
JJ:"mad" JJR:"madder" JJS:"maddest"
JJ:"magenta" JJR:"-" JJS:"-"
JJ:"maggoty" JJR:"-" JJS:"-"
JJ:"magic" JJR:"-" JJS:"-"
JJ:"magical" JJR:"-" JJS:"-"
JJ:"magisterial" JJR:"-" JJS:"-"
JJ:"magnanimous" JJR:"-" JJS:"-"
JJ:"magnetic" JJR:"-" JJS:"-"
JJ:"magnificent" JJR:"-" JJS:"-"
JJ:"magniloquent" JJR:"-" JJS:"-"
JJ:"maiden" JJR:"-" JJS:"-"
JJ:"maidenlike" JJR:"-" JJS:"-"
JJ:"maidenly" JJR:"-" JJS:"-"
JJ:"mailed" JJR:"-" JJS:"-"
JJ:"main" JJR:"-" JJS:"-"
JJ:"maintainable" JJR:"-" JJS:"-"
JJ:"majestic" JJR:"-" JJS:"-"
JJ:"major" JJR:"-" JJS:"-"
JJ:"maladjusted" JJR:"-" JJS:"-"
JJ:"maladroit" JJR:"-" JJS:"-"
JJ:"malapropos" JJR:"-" JJS:"-"
JJ:"malarial" JJR:"-" JJS:"-"
JJ:"malcontent" JJR:"-" JJS:"-"
JJ:"male" JJR:"-" JJS:"-"
JJ:"maleficent" JJR:"-" JJS:"-"
JJ:"malevolent" JJR:"-" JJS:"-"
JJ:"malformed" JJR:"-" JJS:"-"
JJ:"malicious" JJR:"-" JJS:"-"
JJ:"malign" JJR:"-" JJS:"-"
JJ:"malignant" JJR:"-" JJS:"-"
JJ:"malleable" JJR:"-" JJS:"-"
JJ:"malodorous" JJR:"-" JJS:"-"
JJ:"man-sized" JJR:"-" JJS:"-"
JJ:"manageable" JJR:"-" JJS:"-"
JJ:"managerial" JJR:"-" JJS:"-"
JJ:"mandatory" JJR:"-" JJS:"-"
JJ:"manful" JJR:"-" JJS:"-"
JJ:"mangy" JJR:"mangier" JJS:"mangiest"
JJ:"maniacal" JJR:"-" JJS:"-"
JJ:"manic-depressive" JJR:"-" JJS:"-"
JJ:"manifest" JJR:"-" JJS:"-"
JJ:"manifold" JJR:"-" JJS:"-"
JJ:"manipulative" JJR:"-" JJS:"-"
JJ:"manlike" JJR:"-" JJS:"-"
JJ:"manly" JJR:"manlier" JJS:"manliest"
JJ:"mannered" JJR:"-" JJS:"-"
JJ:"mannerly" JJR:"-" JJS:"-"
JJ:"mannish" JJR:"-" JJS:"-"
JJ:"manoeuvrable" JJR:"-" JJS:"-"
JJ:"manorial" JJR:"-" JJS:"-"
JJ:"manual" JJR:"-" JJS:"-"
JJ:"many" JJR:"-" JJS:"-"
JJ:"many-sided" JJR:"-" JJS:"-"
JJ:"marbled" JJR:"-" JJS:"-"
JJ:"marginal" JJR:"-" JJS:"-"
JJ:"marine" JJR:"-" JJS:"-"
JJ:"marital" JJR:"-" JJS:"-"
JJ:"maritime" JJR:"-" JJS:"-"
JJ:"marked" JJR:"-" JJS:"-"
JJ:"marketable" JJR:"-" JJS:"-"
JJ:"marmoreal" JJR:"-" JJS:"-"
JJ:"maroon" JJR:"-" JJS:"-"
JJ:"marriageable" JJR:"-" JJS:"-"
JJ:"married" JJR:"-" JJS:"-"
JJ:"marshy" JJR:"marshier" JJS:"marshiest"
JJ:"marsupial" JJR:"-" JJS:"-"
JJ:"martial" JJR:"-" JJS:"-"
JJ:"marvellous" JJR:"-" JJS:"-"
JJ:"marvelous" JJR:"-" JJS:"-"
JJ:"masculine" JJR:"-" JJS:"-"
JJ:"masochistic" JJR:"-" JJS:"-"
JJ:"masonic" JJR:"-" JJS:"-"
JJ:"massive" JJR:"-" JJS:"-"
JJ:"massy" JJR:"massier" JJS:"massiest"
JJ:"masterful" JJR:"-" JJS:"-"
JJ:"masterless" JJR:"-" JJS:"-"
JJ:"masterly" JJR:"-" JJS:"-"
JJ:"mat" JJR:"-" JJS:"-"
JJ:"matchless" JJR:"-" JJS:"-"
JJ:"material" JJR:"-" JJS:"-"
JJ:"materialistic" JJR:"-" JJS:"-"
JJ:"maternal" JJR:"-" JJS:"-"
JJ:"matey" JJR:"-" JJS:"-"
JJ:"mathematical" JJR:"-" JJS:"-"
JJ:"matriarchal" JJR:"-" JJS:"-"
JJ:"matrimonial" JJR:"-" JJS:"-"
JJ:"matronly" JJR:"-" JJS:"-"
JJ:"matt" JJR:"-" JJS:"-"
JJ:"matted" JJR:"-" JJS:"-"
JJ:"matter-of-course" JJR:"-" JJS:"-"
JJ:"matter-of-fact" JJR:"-" JJS:"-"
JJ:"mature" JJR:"-" JJS:"-"
JJ:"matutinal" JJR:"-" JJS:"-"
JJ:"maudlin" JJR:"-" JJS:"-"
JJ:"mauve" JJR:"-" JJS:"-"
JJ:"mawkish" JJR:"-" JJS:"-"
JJ:"maximal" JJR:"-" JJS:"-"
JJ:"maximum" JJR:"-" JJS:"-"
JJ:"mayoral" JJR:"-" JJS:"-"
JJ:"mazed" JJR:"-" JJS:"-"
JJ:"meagre" JJR:"-" JJS:"-"
JJ:"mealy" JJR:"mealier" JJS:"mealiest"
JJ:"mealy-mouthed" JJR:"-" JJS:"-"
JJ:"mean" JJR:"meaner" JJS:"meanest"
JJ:"meaning" JJR:"-" JJS:"-"
JJ:"meaningful" JJR:"-" JJS:"-"
JJ:"meaningless" JJR:"-" JJS:"-"
JJ:"measly" JJR:"-" JJS:"-"
JJ:"measurable" JJR:"-" JJS:"-"
JJ:"measured" JJR:"-" JJS:"-"
JJ:"measureless" JJR:"-" JJS:"-"
JJ:"meatless" JJR:"-" JJS:"-"
JJ:"meaty" JJR:"meatier" JJS:"meatiest"
JJ:"mechanical" JJR:"-" JJS:"-"
JJ:"mechanistic" JJR:"-" JJS:"-"
JJ:"meddlesome" JJR:"-" JJS:"-"
JJ:"mediaeval" JJR:"-" JJS:"-"
JJ:"medial" JJR:"-" JJS:"-"
JJ:"median" JJR:"-" JJS:"-"
JJ:"medical" JJR:"-" JJS:"-"
JJ:"medicinal" JJR:"-" JJS:"-"
JJ:"medieval" JJR:"-" JJS:"-"
JJ:"mediocre" JJR:"-" JJS:"-"
JJ:"meditative" JJR:"-" JJS:"-"
JJ:"medium" JJR:"-" JJS:"-"
JJ:"meek" JJR:"meeker" JJS:"meekest"
JJ:"meet" JJR:"-" JJS:"-"
JJ:"megalithic" JJR:"-" JJS:"-"
JJ:"melancholic" JJR:"-" JJS:"-"
JJ:"melancholy" JJR:"-" JJS:"-"
JJ:"mellifluous" JJR:"-" JJS:"-"
JJ:"mellow" JJR:"mellower" JJS:"mellowest"
JJ:"melodic" JJR:"-" JJS:"-"
JJ:"melodious" JJR:"-" JJS:"-"
JJ:"melodramatic" JJR:"-" JJS:"-"
JJ:"melting" JJR:"-" JJS:"-"
JJ:"membranous" JJR:"-" JJS:"-"
JJ:"memorable" JJR:"-" JJS:"-"
JJ:"mendacious" JJR:"-" JJS:"-"
JJ:"mendicant" JJR:"-" JJS:"-"
JJ:"menial" JJR:"-" JJS:"-"
JJ:"menstrual" JJR:"-" JJS:"-"
JJ:"mensurable" JJR:"-" JJS:"-"
JJ:"mental" JJR:"-" JJS:"-"
JJ:"mentholated" JJR:"-" JJS:"-"
JJ:"mentioned" JJR:"-" JJS:"-"
JJ:"mercantile" JJR:"-" JJS:"-"
JJ:"mercenary" JJR:"-" JJS:"-"
JJ:"merciful" JJR:"-" JJS:"-"
JJ:"merciless" JJR:"-" JJS:"-"
JJ:"mercurial" JJR:"-" JJS:"-"
JJ:"mere" JJR:"-" JJS:"-"
JJ:"meretricious" JJR:"-" JJS:"-"
JJ:"meridional" JJR:"-" JJS:"-"
JJ:"meritocratic" JJR:"-" JJS:"-"
JJ:"meritorious" JJR:"-" JJS:"-"
JJ:"merry" JJR:"merrier" JJS:"merriest"
JJ:"mesmeric" JJR:"-" JJS:"-"
JJ:"messianic" JJR:"-" JJS:"-"
JJ:"messy" JJR:"messier" JJS:"messiest"
JJ:"metabolic" JJR:"-" JJS:"-"
JJ:"metacarpal" JJR:"-" JJS:"-"
JJ:"metallic" JJR:"-" JJS:"-"
JJ:"metallurgical" JJR:"-" JJS:"-"
JJ:"metaphorical" JJR:"-" JJS:"-"
JJ:"metaphysical" JJR:"-" JJS:"-"
JJ:"metatarsal" JJR:"-" JJS:"-"
JJ:"meteoric" JJR:"-" JJS:"-"
JJ:"meteorological" JJR:"-" JJS:"-"
JJ:"methodical" JJR:"-" JJS:"-"
JJ:"methodological" JJR:"-" JJS:"-"
JJ:"methylated" JJR:"-" JJS:"-"
JJ:"meticulous" JJR:"-" JJS:"-"
JJ:"metric" JJR:"-" JJS:"-"
JJ:"metrical" JJR:"-" JJS:"-"
JJ:"metropolitan" JJR:"-" JJS:"-"
JJ:"mettlesome" JJR:"-" JJS:"-"
JJ:"mezzanine" JJR:"-" JJS:"-"
JJ:"microscopic" JJR:"-" JJS:"-"
JJ:"microscopical" JJR:"-" JJS:"-"
JJ:"mid" JJR:"-" JJS:"-"
JJ:"middle-aged" JJR:"-" JJS:"-"
JJ:"middle-class" JJR:"-" JJS:"-"
JJ:"middle-distance" JJR:"-" JJS:"-"
JJ:"middle-of-the-road" JJR:"-" JJS:"-"
JJ:"middleweight" JJR:"-" JJS:"-"
JJ:"middling" JJR:"-" JJS:"-"
JJ:"midmost" JJR:"-" JJS:"-"
JJ:"midway" JJR:"-" JJS:"-"
JJ:"midweek" JJR:"-" JJS:"-"
JJ:"mighty" JJR:"mightier" JJS:"mightiest"
JJ:"migratory" JJR:"-" JJS:"-"
JJ:"milch" JJR:"-" JJS:"-"
JJ:"mild" JJR:"milder" JJS:"mildest"
JJ:"militant" JJR:"-" JJS:"-"
JJ:"militaristic" JJR:"-" JJS:"-"
JJ:"military" JJR:"-" JJS:"-"
JJ:"milk-white" JJR:"-" JJS:"-"
JJ:"milky" JJR:"milkier" JJS:"milkiest"
JJ:"millennial" JJR:"-" JJS:"-"
JJ:"million" JJR:"-" JJS:"-"
JJ:"millionth" JJR:"-" JJS:"-"
JJ:"mimetic" JJR:"-" JJS:"-"
JJ:"mimic" JJR:"-" JJS:"-"
JJ:"minatory" JJR:"-" JJS:"-"
JJ:"mincing" JJR:"-" JJS:"-"
JJ:"mind-bending" JJR:"-" JJS:"-"
JJ:"mind-blowing" JJR:"-" JJS:"-"
JJ:"mind-boggling" JJR:"-" JJS:"-"
JJ:"minded" JJR:"-" JJS:"-"
JJ:"minded" JJR:"-" JJS:"-"
JJ:"mindful" JJR:"-" JJS:"-"
JJ:"mindless" JJR:"-" JJS:"-"
JJ:"mine" JJR:"-" JJS:"-"
JJ:"mineral" JJR:"-" JJS:"-"
JJ:"mingy" JJR:"mingier" JJS:"mingiest"
JJ:"minimal" JJR:"-" JJS:"-"
JJ:"minimum" JJR:"-" JJS:"-"
JJ:"ministerial" JJR:"-" JJS:"-"
JJ:"ministrant" JJR:"-" JJS:"-"
JJ:"minor" JJR:"-" JJS:"-"
JJ:"minus" JJR:"-" JJS:"-"
JJ:"minuscule" JJR:"-" JJS:"-"
JJ:"minute" JJR:"minuter" JJS:"minutest"
JJ:"miraculous" JJR:"-" JJS:"-"
JJ:"mirthful" JJR:"-" JJS:"-"
JJ:"mirthless" JJR:"-" JJS:"-"
JJ:"miry" JJR:"mirier" JJS:"miriest"
JJ:"misanthropic" JJR:"-" JJS:"-"
JJ:"misbegotten" JJR:"-" JJS:"-"
JJ:"miscellaneous" JJR:"-" JJS:"-"
JJ:"mischievous" JJR:"-" JJS:"-"
JJ:"miserable" JJR:"-" JJS:"-"
JJ:"miserly" JJR:"-" JJS:"-"
JJ:"misguided" JJR:"-" JJS:"-"
JJ:"misshapen" JJR:"-" JJS:"-"
JJ:"missing" JJR:"-" JJS:"-"
JJ:"mistaken" JJR:"-" JJS:"-"
JJ:"mistrustful" JJR:"-" JJS:"-"
JJ:"misty" JJR:"mistier" JJS:"mistiest"
JJ:"mixed" JJR:"-" JJS:"-"
JJ:"mixed-up" JJR:"-" JJS:"-"
JJ:"mnemonic" JJR:"-" JJS:"-"
JJ:"moated" JJR:"-" JJS:"-"
JJ:"mobile" JJR:"-" JJS:"-"
JJ:"mock" JJR:"-" JJS:"-"
JJ:"mod" JJR:"-" JJS:"-"
JJ:"modal" JJR:"-" JJS:"-"
JJ:"moderate" JJR:"-" JJS:"-"
JJ:"modern" JJR:"-" JJS:"-"
JJ:"modernistic" JJR:"-" JJS:"-"
JJ:"modest" JJR:"-" JJS:"-"
JJ:"modish" JJR:"-" JJS:"-"
